User ID,Email Address,Date of Birth,Gender,Location,Membership Start Date,Membership End Date,Subscription Plan,Payment Information,Renewal Status,Usage Frequency,Purchase History,Favorite Genres,Engagement Metrics,Feedback/Ratings,Customer Support Interactions
1079,rogerperry@example.com,1979-03-03,Male,Dianaborough,2024-01-03,2025-01-02,Annual,Mastercard,Manual,Frequent,Books,Romance,Medium,4.6,4
1080,christina85@example.net,1984-04-12,Male,Caseville,2024-03-21,2025-03-21,Annual,Visa,Auto-renew,Regular,Electronics,Documentary,Medium,3.2,5
1081,darlenemorgan@example.net,1986-03-28,Male,East Joe,2024-01-23,2025-01-22,Monthly,Mastercard,Auto-renew,Frequent,Books,Horror,High,3.9,2
1082,kimberly94@example.org,1941-03-17,Male,Ericastad,2024-03-17,2025-03-17,Monthly,Mastercard,Auto-renew,Regular,Clothing,Sci-Fi,Low,3.5,5
1083,michaellarson@example.com,1980-05-05,Male,North Tammy,2024-01-01,2024-12-31,Annual,Visa,Manual,Frequent,Clothing,Documentary,Low,3.9,8
1084,fwallace@example.com,1993-03-29,Female,Riverabury,2024-01-30,2025-01-29,Monthly,Mastercard,Manual,Regular,Books,Documentary,Low,4.0,10
1085,jose31@example.org,1974-08-03,Male,South Krystal,2024-03-03,2025-03-03,Annual,Visa,Auto-renew,Occasional,Books,Documentary,High,3.2,6
1086,rosemelissa@example.com,1951-10-03,Female,Torresport,2024-02-01,2025-01-31,Monthly,Mastercard,Auto-renew,Frequent,Clothing,Action,Medium,5.0,10
1087,pmedina@example.com,1993-01-19,Female,East Jesseville,2024-02-25,2025-02-24,Annual,Visa,Manual,Frequent,Electronics,Horror,Medium,3.5,1
1088,burnsscott@example.com,1957-04-17,Male,Hernandezmouth,2024-02-29,2025-02-28,Monthly,Visa,Auto-renew,Frequent,Books,Sci-Fi,High,3.5,7
1089,johnsontravis@example.org,2002-11-20,Male,North Isabellaton,2024-02-20,2025-02-19,Monthly,Mastercard,Auto-renew,Frequent,Electronics,Drama,High,5.0,2
1090,deborahrodgers@example.org,1979-01-11,Female,Williamshire,2024-03-19,2025-03-19,Annual,Amex,Manual,Frequent,Books,Action,Medium,3.0,9
1091,rortiz@example.org,1974-07-13,Male,Johnsonside,2024-02-18,2025-02-17,Annual,Mastercard,Auto-renew,Regular,Books,Comedy,Low,4.6,3
1092,yvaughn@example.org,1991-10-30,Male,Mitchellchester,2024-02-07,2025-02-06,Monthly,Visa,Auto-renew,Regular,Books,Action,Medium,4.4,10
1093,gutierreznicholas@example.com,1970-01-02,Female,Cookside,2024-03-03,2025-03-03,Annual,Visa,Manual,Occasional,Clothing,Comedy,Low,4.0,10
1094,aaronmiller@example.org,1948-10-04,Male,Port Stephanie,2024-01-11,2025-01-10,Monthly,Amex,Manual,Occasional,Books,Comedy,High,4.8,10
1095,mramos@example.com,1991-08-05,Female,South Angela,2024-03-25,2025-03-25,Annual,Visa,Manual,Regular,Electronics,Drama,Low,4.9,5
1096,guerrerosusan@example.org,2003-01-11,Male,Davidton,2024-03-17,2025-03-17,Annual,Amex,Manual,Occasional,Clothing,Romance,Low,3.3,8
1097,kathyluna@example.net,1952-07-31,Female,Sarafurt,2024-03-01,2025-03-01,Monthly,Visa,Manual,Occasional,Electronics,Comedy,Low,3.6,3
1098,pclayton@example.net,1958-08-01,Male,New Jennifer,2024-01-03,2025-01-02,Monthly,Amex,Manual,Frequent,Electronics,Documentary,Low,3.8,0
1099,evanselizabeth@example.com,2001-02-14,Female,East Stephanie,2024-03-28,2025-03-28,Annual,Amex,Auto-renew,Frequent,Electronics,Drama,High,4.1,1
1100,adam03@example.org,1967-03-29,Female,New Donnahaven,2024-03-25,2025-03-25,Monthly,Mastercard,Manual,Frequent,Clothing,Action,Medium,4.7,6
1101,shieldsmichelle@example.com,2000-07-04,Female,Sanfordberg,2024-04-13,2025-04-13,Monthly,Mastercard,Auto-renew,Frequent,Books,Comedy,High,3.5,0
1102,evanchan@example.net,2005-06-20,Female,Davidmouth,2024-02-07,2025-02-06,Annual,Visa,Auto-renew,Regular,Electronics,Horror,High,4.4,8
1103,wbaker@example.net,1945-10-14,Male,Port John,2024-02-16,2025-02-15,Monthly,Amex,Manual,Regular,Clothing,Sci-Fi,Medium,4.0,0
1104,hmercado@example.com,1949-11-10,Male,Lisatown,2024-01-09,2025-01-08,Annual,Amex,Auto-renew,Occasional,Electronics,Romance,High,4.0,1
1105,prose@example.com,1963-05-19,Male,Jacobtown,2024-01-30,2025-01-29,Monthly,Mastercard,Manual,Occasional,Books,Romance,Medium,4.3,0
1106,kingmaria@example.net,1973-10-08,Female,Morrisshire,2024-03-04,2025-03-04,Monthly,Visa,Auto-renew,Occasional,Electronics,Sci-Fi,High,4.1,4
1107,jodihanson@example.org,2002-04-22,Male,Mcgeeshire,2024-02-22,2025-02-21,Monthly,Mastercard,Manual,Regular,Electronics,Romance,High,3.6,10
1108,ejensen@example.org,1948-07-06,Male,Danielleborough,2024-01-11,2025-01-10,Monthly,Amex,Manual,Frequent,Books,Horror,Low,4.7,5
1109,ashley76@example.com,1989-12-05,Female,Jacksonborough,2024-01-16,2025-01-15,Monthly,Mastercard,Auto-renew,Frequent,Books,Romance,High,4.5,5
1110,maria76@example.net,1944-10-20,Male,Larsonborough,2024-04-11,2025-04-11,Monthly,Visa,Manual,Occasional,Books,Romance,High,4.2,10
1111,michaelnelson@example.org,1993-08-27,Male,New Linda,2024-01-05,2025-01-04,Annual,Mastercard,Manual,Regular,Books,Romance,High,3.1,8
1112,lpadilla@example.net,1960-06-21,Male,Alexisside,2024-01-30,2025-01-29,Monthly,Amex,Auto-renew,Frequent,Clothing,Romance,Low,3.2,0
1113,william10@example.net,1981-05-25,Female,Vangbury,2024-03-14,2025-03-14,Monthly,Visa,Manual,Regular,Clothing,Action,High,4.1,10
1114,valenciajoseph@example.org,1975-01-23,Female,Greenburgh,2024-03-09,2025-03-09,Annual,Visa,Auto-renew,Frequent,Clothing,Documentary,Low,4.1,8
1115,boyersheri@example.com,1952-10-23,Male,Mccartyview,2024-03-09,2025-03-09,Annual,Amex,Auto-renew,Frequent,Electronics,Documentary,High,4.9,1
1116,christina08@example.net,1962-07-05,Male,North Christina,2024-02-01,2025-01-31,Monthly,Amex,Manual,Occasional,Books,Documentary,High,3.4,8
1117,daniel93@example.com,1999-05-12,Female,Hurleyville,2024-02-03,2025-02-02,Monthly,Mastercard,Manual,Frequent,Electronics,Romance,High,4.0,10
1118,kevinholt@example.com,1936-05-06,Male,Suzannemouth,2024-01-05,2025-01-04,Annual,Visa,Manual,Occasional,Electronics,Comedy,High,4.9,5
1119,aroberts@example.net,1992-03-27,Male,Lake Corybury,2024-03-18,2025-03-18,Annual,Visa,Auto-renew,Regular,Books,Drama,Low,3.1,5
1120,qmiller@example.net,1957-04-15,Female,Jimeneztown,2024-02-21,2025-02-20,Annual,Visa,Auto-renew,Regular,Electronics,Horror,High,4.0,3
1121,bfoster@example.net,1944-08-15,Female,Armstrongberg,2024-04-13,2025-04-13,Monthly,Amex,Manual,Frequent,Electronics,Drama,High,4.6,1
1122,andrew42@example.net,1969-07-30,Female,Angelahaven,2024-01-17,2025-01-16,Monthly,Mastercard,Auto-renew,Frequent,Books,Comedy,Medium,3.1,10
1123,wilcoxkara@example.com,1953-11-19,Female,Silvaton,2024-03-02,2025-03-02,Monthly,Visa,Manual,Frequent,Books,Horror,Medium,3.5,5
1124,julie98@example.net,1965-11-05,Female,East Robert,2024-01-19,2025-01-18,Monthly,Mastercard,Auto-renew,Frequent,Electronics,Romance,High,4.5,3
1125,michele73@example.com,1995-06-29,Female,East Sarahborough,2024-03-02,2025-03-02,Monthly,Mastercard,Auto-renew,Occasional,Clothing,Sci-Fi,High,4.4,1
1126,bkirby@example.net,2003-04-24,Male,Amyview,2024-01-12,2025-01-11,Annual,Mastercard,Auto-renew,Occasional,Electronics,Action,Low,4.3,9
1127,greese@example.net,1949-06-03,Male,Lake Samantha,2024-02-05,2025-02-04,Monthly,Visa,Manual,Regular,Books,Horror,Low,3.9,1
1128,isimmons@example.org,1938-07-05,Female,Johnfort,2024-01-30,2025-01-29,Annual,Mastercard,Manual,Occasional,Books,Romance,Low,3.1,7
1129,georgemullins@example.net,1937-07-23,Male,Rossmouth,2024-02-07,2025-02-06,Annual,Visa,Auto-renew,Frequent,Clothing,Drama,Medium,3.7,6
1130,carolyn16@example.net,1937-10-12,Female,West Thomas,2024-01-01,2024-12-31,Monthly,Visa,Manual,Regular,Electronics,Romance,Low,4.9,7
1131,changchristy@example.net,1973-12-29,Female,West Andrea,2024-02-05,2025-02-04,Annual,Amex,Manual,Frequent,Clothing,Action,High,3.6,8
1132,wrightjennifer@example.net,1984-04-02,Male,East Ivan,2024-01-30,2025-01-29,Monthly,Amex,Manual,Frequent,Clothing,Sci-Fi,Low,3.2,6
1133,stephen50@example.com,1943-03-27,Female,East Kylestad,2024-01-09,2025-01-08,Monthly,Visa,Manual,Occasional,Books,Romance,Low,4.6,10
1134,rickyrobinson@example.com,1977-03-15,Female,North Hannahton,2024-03-02,2025-03-02,Monthly,Mastercard,Auto-renew,Regular,Clothing,Comedy,Low,3.6,2
1135,emmawallace@example.com,1965-08-05,Male,North Matthew,2024-01-03,2025-01-02,Annual,Visa,Auto-renew,Occasional,Books,Drama,High,4.3,2
1136,christinamiller@example.org,1952-09-18,Female,Taylorburgh,2024-04-11,2025-04-11,Monthly,Mastercard,Auto-renew,Occasional,Electronics,Action,Low,3.5,1
1137,ryanbarron@example.org,1988-04-27,Female,Port Erichaven,2024-02-25,2025-02-24,Annual,Amex,Manual,Regular,Clothing,Sci-Fi,High,3.1,8
1138,brookemorales@example.net,1974-03-20,Male,Garciafort,2024-02-08,2025-02-07,Monthly,Amex,Manual,Regular,Books,Action,Low,4.0,6
1139,brian08@example.org,1991-03-23,Female,Lake Margaretstad,2024-02-03,2025-02-02,Annual,Mastercard,Auto-renew,Regular,Books,Comedy,High,3.5,6
1140,lauramurray@example.com,1943-09-10,Female,New Yolanda,2024-02-07,2025-02-06,Annual,Amex,Auto-renew,Frequent,Books,Drama,High,4.2,5
1141,pcrawford@example.net,1946-10-21,Female,Brittanyport,2024-02-14,2025-02-13,Annual,Visa,Auto-renew,Regular,Books,Comedy,Medium,4.5,4
1142,marshallryan@example.com,1995-05-16,Male,Johntown,2024-03-20,2025-03-20,Annual,Visa,Auto-renew,Regular,Books,Horror,High,4.3,7
1143,aobrien@example.net,1964-03-13,Female,East Christian,2024-01-11,2025-01-10,Monthly,Mastercard,Auto-renew,Occasional,Books,Action,Low,4.0,4
1144,laceywarren@example.net,1969-11-23,Male,Ellisville,2024-01-26,2025-01-25,Monthly,Amex,Manual,Regular,Electronics,Documentary,Medium,3.7,7
1145,kevinwalsh@example.net,1939-07-31,Male,Wardfort,2024-01-18,2025-01-17,Monthly,Mastercard,Manual,Frequent,Clothing,Documentary,High,4.4,0
1146,gclayton@example.org,1933-04-26,Male,Stacieville,2024-01-12,2025-01-11,Annual,Mastercard,Auto-renew,Occasional,Clothing,Drama,Medium,4.5,0
1147,romeromadison@example.org,1968-02-22,Female,Richardshire,2024-04-03,2025-04-03,Annual,Visa,Manual,Occasional,Books,Sci-Fi,Medium,4.0,4
1148,ngreen@example.com,1966-06-03,Male,West Matthew,2024-04-06,2025-04-06,Annual,Mastercard,Manual,Regular,Clothing,Sci-Fi,High,4.4,10
1149,sararoberson@example.org,1981-03-03,Male,Pittmanbury,2024-03-22,2025-03-22,Monthly,Amex,Auto-renew,Regular,Clothing,Documentary,Medium,3.8,10
1150,micheleramirez@example.net,1943-03-29,Female,Lowefort,2024-03-13,2025-03-13,Monthly,Amex,Manual,Occasional,Books,Documentary,Medium,4.1,6
1151,kmorrison@example.org,1979-07-03,Male,New Gavinhaven,2024-03-07,2025-03-07,Annual,Visa,Manual,Occasional,Books,Sci-Fi,High,4.9,3
1152,hansenbrett@example.net,2005-04-21,Female,Lake Sherriberg,2024-01-14,2025-01-13,Annual,Visa,Auto-renew,Frequent,Books,Horror,High,4.1,7
1153,brandyburton@example.org,1953-04-12,Male,North Eric,2024-03-03,2025-03-03,Annual,Visa,Auto-renew,Frequent,Books,Sci-Fi,High,3.5,1
1154,sean54@example.org,1987-09-13,Male,Lake Johnville,2024-01-24,2025-01-23,Monthly,Visa,Auto-renew,Regular,Electronics,Drama,Low,5.0,0
1155,uwatts@example.net,1983-11-23,Male,South Scottshire,2024-02-13,2025-02-12,Annual,Visa,Auto-renew,Regular,Books,Horror,High,4.6,2
1156,kblack@example.net,1936-09-03,Female,Blackside,2024-03-09,2025-03-09,Monthly,Mastercard,Auto-renew,Occasional,Books,Drama,Low,4.5,0
1157,christopher45@example.net,1964-04-21,Female,East Richardhaven,2024-02-03,2025-02-02,Annual,Mastercard,Manual,Occasional,Books,Action,High,3.1,2
1158,bhill@example.org,1952-12-10,Female,New Timothystad,2024-01-30,2025-01-29,Monthly,Amex,Auto-renew,Frequent,Electronics,Horror,Low,4.6,10
1159,hhenry@example.org,1968-01-13,Male,Mcbridechester,2024-02-01,2025-01-31,Monthly,Mastercard,Manual,Frequent,Electronics,Documentary,Medium,3.7,8
1160,austinestrada@example.net,2004-02-17,Male,Bryanmouth,2024-02-23,2025-02-22,Annual,Mastercard,Manual,Frequent,Books,Romance,Medium,4.5,9
1161,piercehector@example.org,1946-01-21,Female,East Jackton,2024-01-11,2025-01-10,Monthly,Mastercard,Auto-renew,Frequent,Clothing,Comedy,Low,3.9,5
1162,carl18@example.net,1974-02-26,Female,North Toni,2024-03-03,2025-03-03,Monthly,Amex,Manual,Regular,Electronics,Comedy,High,4.4,10
1163,sanchezsherry@example.org,1967-07-16,Male,North Randallfort,2024-01-12,2025-01-11,Monthly,Visa,Auto-renew,Occasional,Books,Action,Low,4.9,0
1164,dprice@example.org,1957-05-27,Female,South Kim,2024-03-30,2025-03-30,Monthly,Amex,Auto-renew,Frequent,Books,Drama,Low,3.9,6
1165,keith59@example.org,1987-01-17,Female,Youngland,2024-01-16,2025-01-15,Monthly,Mastercard,Manual,Occasional,Electronics,Documentary,High,4.2,9
1166,ashley32@example.org,1988-09-14,Female,Reedtown,2024-01-10,2025-01-09,Monthly,Visa,Manual,Frequent,Clothing,Comedy,Low,4.6,9
1167,klopez@example.net,1972-04-29,Female,Andrewmouth,2024-01-20,2025-01-19,Annual,Visa,Manual,Regular,Books,Horror,Medium,4.9,7
1168,anna10@example.org,1934-03-31,Female,Kevinchester,2024-02-25,2025-02-24,Annual,Mastercard,Auto-renew,Regular,Clothing,Sci-Fi,Medium,4.2,2
1169,vickierobinson@example.com,1984-12-10,Female,Nguyenberg,2024-03-11,2025-03-11,Annual,Mastercard,Auto-renew,Occasional,Electronics,Documentary,Medium,4.2,9
1170,fhughes@example.com,2000-10-15,Male,Harmonton,2024-02-22,2025-02-21,Annual,Visa,Manual,Regular,Books,Documentary,Medium,4.0,0
1171,leonardharvey@example.org,1957-09-27,Female,Steinshire,2024-01-29,2025-01-28,Annual,Amex,Manual,Frequent,Electronics,Horror,Low,4.4,1
1172,normanjermaine@example.com,1946-07-17,Male,Joneshaven,2024-01-29,2025-01-28,Annual,Mastercard,Manual,Frequent,Books,Action,Medium,4.6,7
1173,xrodriguez@example.net,1973-11-29,Female,Contrerasshire,2024-03-09,2025-03-09,Monthly,Amex,Auto-renew,Frequent,Books,Drama,Low,3.8,2
1174,jonesalbert@example.net,1940-01-26,Male,Williamsport,2024-02-02,2025-02-01,Monthly,Mastercard,Auto-renew,Frequent,Clothing,Romance,Medium,3.8,3
1175,rrobles@example.org,1982-09-16,Female,Murphybury,2024-03-20,2025-03-20,Annual,Mastercard,Auto-renew,Occasional,Electronics,Romance,Low,3.8,1
1176,hollandjustin@example.net,1986-12-10,Male,East David,2024-03-17,2025-03-17,Annual,Mastercard,Manual,Regular,Electronics,Action,High,3.9,6
1177,fmoore@example.net,2005-01-05,Male,Sandersville,2024-03-04,2025-03-04,Monthly,Amex,Auto-renew,Regular,Clothing,Documentary,High,3.1,9
1178,susangay@example.org,1961-09-20,Female,Port David,2024-02-05,2025-02-04,Monthly,Amex,Manual,Occasional,Clothing,Comedy,High,3.8,9
1179,nsoto@example.org,1988-12-13,Female,East Danielstad,2024-01-08,2025-01-07,Annual,Amex,Manual,Regular,Electronics,Action,Low,4.9,5
1180,shaneandrade@example.com,1992-07-30,Female,Brettburgh,2024-01-06,2025-01-05,Annual,Mastercard,Auto-renew,Frequent,Electronics,Comedy,Medium,4.0,6
1181,brian63@example.net,1997-05-04,Female,East Ashley,2024-04-14,2025-04-14,Monthly,Visa,Auto-renew,Regular,Books,Romance,Low,3.9,7
1182,anthonyjones@example.org,1959-02-09,Female,Juliemouth,2024-04-07,2025-04-07,Annual,Mastercard,Manual,Occasional,Electronics,Romance,Low,3.1,9
1183,jennifermiller@example.org,1969-07-21,Male,Annaville,2024-02-19,2025-02-18,Monthly,Visa,Auto-renew,Regular,Electronics,Drama,Low,4.1,5
1184,kerri32@example.org,1970-10-23,Female,Oliviaberg,2024-03-28,2025-03-28,Monthly,Visa,Auto-renew,Frequent,Books,Horror,Low,3.1,8
1185,jessicahernandez@example.com,1980-06-11,Female,West Peterburgh,2024-01-01,2024-12-31,Annual,Mastercard,Manual,Occasional,Clothing,Sci-Fi,High,3.1,3
1186,vjohnson@example.net,1991-10-03,Female,New Erinchester,2024-01-13,2025-01-12,Monthly,Visa,Auto-renew,Frequent,Electronics,Comedy,High,3.1,4
1187,guerrerosheri@example.org,1937-11-13,Female,Coxfurt,2024-03-29,2025-03-29,Annual,Mastercard,Manual,Occasional,Clothing,Action,High,4.3,2
1188,heather26@example.net,1949-05-16,Male,Manuelview,2024-01-13,2025-01-12,Monthly,Amex,Manual,Frequent,Electronics,Romance,Low,3.9,7
1189,amy73@example.com,1984-03-17,Male,Lake Lindsey,2024-01-14,2025-01-13,Monthly,Mastercard,Auto-renew,Occasional,Books,Documentary,Low,4.6,1
1190,hunterthomas@example.org,1992-12-07,Male,Hernandezmouth,2024-03-16,2025-03-16,Annual,Visa,Auto-renew,Occasional,Clothing,Drama,Medium,3.3,2
1191,rwest@example.org,1936-10-09,Female,New Stephen,2024-04-07,2025-04-07,Monthly,Mastercard,Manual,Frequent,Books,Action,Low,3.9,10
1192,natalie27@example.com,2002-06-21,Female,Smithhaven,2024-02-15,2025-02-14,Annual,Mastercard,Auto-renew,Occasional,Clothing,Romance,Medium,3.9,8
1193,zwilliams@example.net,1982-03-12,Female,Samuelstad,2024-01-24,2025-01-23,Annual,Amex,Manual,Frequent,Electronics,Action,Low,3.8,6
1194,matthewjackson@example.net,1982-08-22,Male,South Marcusland,2024-03-24,2025-03-24,Monthly,Mastercard,Auto-renew,Regular,Books,Comedy,Medium,3.8,1
1195,martin73@example.com,1978-12-13,Male,Markton,2024-01-04,2025-01-03,Monthly,Amex,Manual,Regular,Electronics,Comedy,Medium,4.8,1
1196,aaron27@example.com,1965-08-22,Female,Johnfurt,2024-01-21,2025-01-20,Monthly,Visa,Manual,Regular,Books,Horror,Low,4.1,10
1197,bpatterson@example.net,1988-04-16,Male,Dawnchester,2024-01-15,2025-01-14,Monthly,Amex,Manual,Regular,Clothing,Documentary,Medium,4.9,6
1198,xturner@example.org,1937-08-29,Female,Douglasbury,2024-02-12,2025-02-11,Annual,Amex,Auto-renew,Occasional,Clothing,Drama,High,4.1,2
1199,cruztodd@example.org,1976-11-30,Female,Matthewbury,2024-03-25,2025-03-25,Monthly,Amex,Auto-renew,Frequent,Books,Comedy,High,3.4,5
1200,brooksaudrey@example.com,1988-12-03,Female,Port Michaelmouth,2024-02-16,2025-02-15,Monthly,Visa,Auto-renew,Frequent,Books,Romance,Medium,4.7,2
1201,christopher10@example.org,1990-10-27,Female,Kennedyview,2024-01-13,2025-01-12,Monthly,Mastercard,Auto-renew,Occasional,Electronics,Documentary,Medium,4.0,2
1202,amy83@example.net,1968-11-07,Male,West Timothy,2024-02-16,2025-02-15,Annual,Visa,Manual,Occasional,Clothing,Documentary,Low,3.6,2
1203,elizabethkhan@example.org,1941-01-03,Male,Jamesshire,2024-03-12,2025-03-12,Monthly,Mastercard,Auto-renew,Regular,Electronics,Romance,Medium,3.1,3
1204,nwilliams@example.org,2004-08-17,Female,East Christophertown,2024-03-02,2025-03-02,Annual,Mastercard,Manual,Frequent,Clothing,Documentary,High,3.8,5
1205,simmonselizabeth@example.net,1988-09-27,Male,Port Scott,2024-02-21,2025-02-20,Monthly,Visa,Auto-renew,Frequent,Electronics,Comedy,Medium,4.3,1
1206,lunderwood@example.net,1943-09-17,Female,Carlland,2024-03-25,2025-03-25,Annual,Mastercard,Auto-renew,Regular,Books,Sci-Fi,Low,4.4,3
1207,cynthiasummers@example.net,1968-04-21,Female,Lake Jeremystad,2024-03-28,2025-03-28,Monthly,Amex,Auto-renew,Regular,Electronics,Horror,High,3.2,7
1208,justinwilson@example.com,1998-08-12,Male,Jennatown,2024-01-20,2025-01-19,Monthly,Amex,Auto-renew,Occasional,Books,Horror,High,4.2,2
1209,maldonadoashley@example.net,1936-07-03,Female,Hernandezchester,2024-02-22,2025-02-21,Annual,Visa,Auto-renew,Occasional,Clothing,Comedy,High,3.8,7
1210,powersdavid@example.com,1994-08-19,Male,North Sheriborough,2024-01-19,2025-01-18,Annual,Amex,Auto-renew,Frequent,Electronics,Comedy,High,4.9,1
1211,kaylamckee@example.net,1960-12-26,Male,East Jessicabury,2024-01-03,2025-01-02,Annual,Amex,Manual,Frequent,Electronics,Horror,High,4.1,4
1212,jeffrey42@example.net,1945-12-30,Male,Aaronfort,2024-03-14,2025-03-14,Annual,Amex,Manual,Occasional,Books,Sci-Fi,High,4.5,4
1213,stokesandrew@example.com,1942-07-20,Male,Bestmouth,2024-03-28,2025-03-28,Annual,Amex,Auto-renew,Regular,Books,Romance,Medium,3.8,9
1214,allisonpalmer@example.com,1997-08-11,Male,Lake April,2024-02-22,2025-02-21,Monthly,Mastercard,Auto-renew,Occasional,Electronics,Drama,High,4.2,6
1215,bradley65@example.com,1961-01-08,Female,East Erin,2024-01-18,2025-01-17,Monthly,Visa,Auto-renew,Occasional,Books,Drama,Medium,3.4,2
1216,lindseyharris@example.net,1999-08-13,Female,Catherineshire,2024-01-13,2025-01-12,Monthly,Mastercard,Manual,Occasional,Electronics,Romance,Medium,3.9,1
1217,huntdaniel@example.com,1994-02-08,Female,Jacquelineshire,2024-01-03,2025-01-02,Monthly,Amex,Manual,Regular,Electronics,Comedy,High,4.0,3
1218,michaelespinoza@example.org,1969-10-31,Male,Alexanderside,2024-02-08,2025-02-07,Monthly,Visa,Manual,Occasional,Clothing,Horror,Low,3.5,0
1219,flandry@example.org,1936-08-02,Male,Arellanomouth,2024-03-27,2025-03-27,Monthly,Amex,Auto-renew,Regular,Clothing,Comedy,Low,4.4,8
1220,bbell@example.org,1966-06-03,Female,West Samuelfort,2024-03-20,2025-03-20,Annual,Mastercard,Manual,Occasional,Clothing,Action,Low,4.7,1
1221,smithamy@example.net,1964-04-12,Male,South Caitlin,2024-01-15,2025-01-14,Annual,Visa,Auto-renew,Frequent,Clothing,Action,Medium,3.5,2
1222,jhall@example.com,2006-02-20,Male,New Pamela,2024-04-14,2025-04-14,Monthly,Visa,Manual,Regular,Clothing,Sci-Fi,Low,3.2,3
1223,alec37@example.org,1944-05-12,Male,Lake Alexandraborough,2024-03-08,2025-03-08,Monthly,Mastercard,Manual,Regular,Electronics,Horror,Low,3.8,7
1224,stephennewman@example.net,1966-11-05,Male,Maldonadoshire,2024-03-12,2025-03-12,Monthly,Visa,Manual,Frequent,Books,Romance,High,4.2,8
1225,melissafleming@example.com,1936-12-20,Male,East Amy,2024-04-07,2025-04-07,Annual,Visa,Auto-renew,Regular,Electronics,Drama,Low,3.6,5
1226,mike48@example.com,1995-03-13,Female,Allisonborough,2024-02-16,2025-02-15,Monthly,Amex,Manual,Frequent,Books,Action,Low,4.5,2
1227,carolyn45@example.org,1950-02-13,Male,East Laura,2024-01-19,2025-01-18,Annual,Visa,Auto-renew,Frequent,Electronics,Romance,Medium,4.4,2
1228,jimenezgeoffrey@example.com,1942-02-07,Male,Lake Brittany,2024-02-15,2025-02-14,Monthly,Mastercard,Auto-renew,Regular,Clothing,Documentary,High,3.7,5
1229,reneecox@example.com,1993-08-09,Male,Lake Jordan,2024-02-07,2025-02-06,Annual,Visa,Auto-renew,Occasional,Electronics,Comedy,Low,3.4,4
1230,riosamber@example.org,1976-03-30,Male,Shortfurt,2024-02-11,2025-02-10,Monthly,Mastercard,Auto-renew,Regular,Clothing,Romance,Low,4.3,8
1231,jenniferodom@example.org,1951-11-19,Female,Port Thomasfort,2024-03-10,2025-03-10,Monthly,Visa,Auto-renew,Occasional,Electronics,Horror,Medium,4.3,9
1232,annataylor@example.com,1947-04-28,Male,East Aaron,2024-04-10,2025-04-10,Monthly,Amex,Auto-renew,Occasional,Clothing,Horror,Medium,3.2,2
1233,gomezryan@example.org,1970-09-29,Female,East Brian,2024-01-21,2025-01-20,Monthly,Amex,Auto-renew,Frequent,Books,Sci-Fi,Low,3.6,5
1234,shirley12@example.org,1979-12-02,Female,East Corey,2024-04-02,2025-04-02,Annual,Visa,Auto-renew,Occasional,Electronics,Romance,Low,4.7,4
1235,destiny87@example.net,1969-11-11,Male,West Christopher,2024-03-14,2025-03-14,Monthly,Amex,Auto-renew,Regular,Electronics,Sci-Fi,Medium,3.6,10
1236,benjaminbass@example.net,1967-08-19,Male,Pettyhaven,2024-03-08,2025-03-08,Monthly,Visa,Auto-renew,Occasional,Clothing,Action,Medium,4.2,4
1237,millertyler@example.net,1981-11-04,Male,Carolynview,2024-03-19,2025-03-19,Monthly,Amex,Manual,Occasional,Electronics,Action,High,3.7,10
1238,allennicole@example.org,1943-05-07,Female,Bushfort,2024-03-08,2025-03-08,Annual,Visa,Auto-renew,Occasional,Books,Action,High,3.3,10
1239,johnprice@example.net,1936-09-04,Female,Monicamouth,2024-02-27,2025-02-26,Annual,Mastercard,Manual,Occasional,Books,Romance,Low,3.4,1
1240,william88@example.net,1935-02-11,Female,West Danielburgh,2024-04-06,2025-04-06,Monthly,Mastercard,Auto-renew,Regular,Books,Drama,Medium,4.5,4
1241,elizabethnelson@example.net,1952-05-15,Female,Jenniferhaven,2024-02-27,2025-02-26,Monthly,Visa,Auto-renew,Regular,Books,Documentary,High,4.3,6
1242,billy70@example.org,1958-06-21,Male,East Charlesport,2024-02-23,2025-02-22,Annual,Mastercard,Auto-renew,Occasional,Books,Horror,High,3.6,5
1243,fjoyce@example.net,1968-01-02,Male,North Thomasville,2024-02-16,2025-02-15,Monthly,Mastercard,Auto-renew,Regular,Clothing,Sci-Fi,High,3.6,3
1244,gvega@example.net,1985-01-09,Male,Loganstad,2024-01-01,2024-12-31,Annual,Amex,Auto-renew,Occasional,Books,Drama,High,4.8,7
1245,waremaria@example.com,1942-11-11,Female,New Joshua,2024-02-13,2025-02-12,Annual,Visa,Auto-renew,Occasional,Clothing,Documentary,Low,3.3,9
1246,awest@example.com,1990-07-02,Female,Jenniferborough,2024-02-24,2025-02-23,Annual,Amex,Manual,Regular,Books,Sci-Fi,Medium,4.8,9
1247,michael56@example.org,1979-12-15,Female,Boyerchester,2024-02-05,2025-02-04,Annual,Visa,Manual,Regular,Electronics,Romance,Medium,3.0,9
1248,whitemichelle@example.net,1966-06-22,Female,North Aaron,2024-03-28,2025-03-28,Monthly,Mastercard,Manual,Occasional,Books,Action,Low,3.8,4
1249,sbennett@example.org,1991-02-15,Male,Riversside,2024-03-15,2025-03-15,Annual,Amex,Manual,Occasional,Clothing,Action,Low,4.7,5
